event_id,source_date,source_headline,source_id,source_office_id
417592,21.09.2014,Debaltseve,9345,23008
417593,21.09.2014,Mariupol,9346,23008
417632,22.09.2014,Peski,9347,23008
417633,22.09.2014,"Donetsk airport",9348,23008
417630,22.09.2014,"Donets basin",9349,23008
417634,23.09.2014,Debaltseve,9350,23008
417636,24.09.2014,"Donets basin area",9351,23008
417637,22.09.2014,Telmanovsky,9352,23008
417638,25.09.2014,Starobilsk,9353,23008
417639,25.09.2014,"Donets basin",9354,23008
417649,27.09.2014,Donetsk,9355,23008
417640,26.09.2014,Orlovo-Ivanivka,9356,23008
417641,25.09.2014,Marinka,9357,23008
417642,25.09.2014,Popasna,9358,23008
417643,26.09.2014,Karlivka,9359,23008
155282,26.09.2014,"Civilian killed as mortar shell hits hospital in eastern Ukraine",9360,23008
417650,27.09.2014,Maloorlivka,9361,23013
417650,27.09.2014,Maloorlivka,9362,23008
417647,27.09.2014,Shchastya,9363,23008
417651,28.09.2014,"Donetsk airport",9364,23008
417652,28.09.2014,"Donetsk aiport",9365,23008
417654,28.09.2014,"Donetsk airport",9366,23008
417654,28.09.2014,"Donetsk airport",9367,23008
417654,28.09.2014,"Donetsk airport",9368,23008
417654,28.09.2014,"Donetsk airport",9369,23008
417654,28.09.2014,"Donetsk airport",9370,23008
417654,28.09.2014,"Donetsk airport",9371,23008
417654,28.09.2014,"Donetsk airport",9372,23008
417659,30.09.2014,"Donets basin",9373,23008
155284,29.09.2014,"Seven Ukrainian soldiers killed in rebel attack despite ceasefire - military",9374,23008
155284,29.09.2014,"Seven Ukrainian soldiers killed in rebel attack despite ceasefire - military",9375,23001
155284,29.09.2014,"Twenty-one killed in eastern Ukraine as ceasefire falters",9376,23001
155284,29.09.2014,"Twenty-one killed in eastern Ukraine as ceasefire falters",9377,23013
155285,29.09.2014,"Ukraine troop withdrawal in doubt after 12 killed",9378,23013
417657,30.09.2014,Tsentralny,9379,23000
417761,1.10.2014,Luhansk,9380,23008
417663,1.10.2014,Tsentralny,9381,23008
417664,1.10.2014,Debaltseve,9382,23008
155287,1.10.2014,"Shells hit school playground and nearby street in Ukraine city- 4 killed - eyewitnesses",9383,23008
155287,1.10.2014,"At least 10 people killed in shelling on and near school in Ukraine's Donetsk: city authorities",9384,23001
155287,1.10.2014,"At least 10 civilians killed by gunfire in east Ukrainian city",9385,23001
155287,1.10.2014,"At least 10 killed in shelling of school and mini-van in Ukraine",9386,23013
155287,1.10.2014,"Ten killed in Ukraine's Donetsk on first day of school",9387,23001
155288,2.10.2014,"Casualties confirmed as fighting over Ukraine's Donetsk airport continues",9388,23000
155289,2.10.2014,"Swiss aid worker killed in shelling of Ukraine rebel hub",9389,23013
155289,3.10.2014,"Shelling in Ukraine rebel hub killsSwiss Red Cross worker",9390,23000
155289,3.10.2014,"Red Cross ?shocked? with death of its representative in Ukraine?s Donetsk",9391,23000
155292,3.10.2014,"13 reported dead in eastern Ukraine confrontation",9392,23004
155293,3.10.2014,"13 reported dead in eastern Ukraine confrontation",9393,23013
417762,2.10.2014,Luhansk,9394,23013
417763,2.10.2014,Volnovakha,9395,23008
417764,2.10.2014,"Donetsk airport",9396,23008
417765,2.10.2014,Starognativka,9397,23008
417767,3.10.2014,"Donetsk airport",9398,23008
417767,3.10.2014,"Donetsk airport",9399,23008
417768,3.10.2014,"Donetsk airport",9400,23008
417768,3.10.2014,"Donetsk airport",9401,23008
417768,3.10.2014,"Donetsk airport",9402,23008
417769,4.10.2014,"Donetsk airport",9403,23008
417769,4.10.2014,"Donetsk airport",9404,23008
417769,4.10.2014,"Donetsk airport",9405,23008
417800,6.10.2014,"Donets basin",9406,23008
417777,4.10.2014,"Donetsk airport",9407,23008
417779,4.10.2014,Mikolaevka,9408,23008
155297,5.10.2014,"UPDATE 1-Ukraine military says separatists violate month-old ceasefire",9409,23008
155297,5.10.2014,"UPDATE 1-Ukraine military says separatists violate month-old ceasefire",9410,23001
155297,5.10.2014,"UPDATE 1-Ukraine military says separatists violate month-old ceasefire",9411,23001
417780,5.10.2014,Kramatorsk,9412,23001
417782,5.10.2014,"Donetsk airport",9413,23008
417782,5.10.2014,"Donetsk airport",9414,23008
417782,5.10.2014,"Donetsk airport",9415,23008
417783,6.10.2014,Pereval'skiy,9416,23008
417783,6.10.2014,Pereval'skiy,9417,23008
417784,6.10.2014,Marinka,9418,23008
417798,6.10.2014,Svatovo,9419,23008
417802,6.10.2014,Volnovakha,9420,23008
417803,6.10.2014,"Donetsk airport",9421,23008
417804,6.10.2014,Starognativka,9422,23008
417806,6.10.2014,Donetskiy,9423,23008
155337,7.10.2014,"17 people die in artillery strikes on Donetsk in past 24 hours - DPR Interior Ministry",9424,23008
155340,7.10.2014,"17 people die in artillery strikes on Donetsk in past 24 hours - DPR Interior Ministry",9425,23004
155317,6.10.2014,"Two civilians killed as fighting rages in Ukraine's Donetsk",9426,23004
155335,7.10.2014,"Ukraine seeks help as clashes kill 12 despite truce",9427,23013
155335,7.10.2014,"At least 15 killed in fresh confrontation in eastern Ukraine",9428,23000
155329,7.10.2014,"At least 15 killed in fresh confrontation in eastern Ukraine",9429,23013
155332,7.10.2014,"At least 15 killed in fresh confrontation in eastern Ukraine",9430,23013
417814,7.10.2014,Debaltseve,9431,23013
417815,7.10.2014,Debaltseve,9432,23008
417816,8.10.2014,Peski,9433,23008
155349,8.10.2014,"One killed- three wounded in shelling in east Ukraine",9434,23008
155351,9.10.2014,"Five civilians killed in Ukraine's Donetsk: city officials",9435,23001
155352,9.10.2014,"9 dead- 64 wounded in E.Ukraine fighting",9436,23000
155358,10.10.2014,"3 killed in eastern Ukraine shelling",9437,23013
417864,9.10.2014,"Donets basin",9438,23013
417866,10.10.2014,Dokuchaevsk,9439,23008
417869,10.10.2014,Podgorodnoye,9440,23008
155361,11.10.2014,"Three civilians killed in Ukraine's Donetsk: city hall",9441,23008
155362,11.10.2014,"Five people killed in eastern Ukraine clashes: authorities",9442,23000
155355,10.10.2014,"Three civilians killed in Ukraine's Donetsk",9443,23000
417896,11.10.2014,Luhansk,9444,23000
417897,12.10.2014,Debaltseve,9445,23008
417898,10.12.2014,Novotroitskoe,9446,23008
417900,13.10.2014,"Trohizbenka ",9447,23008
417900,13.10.2014,Trohizbenka,9448,23008
417902,13.10.2014,"Belaya Kamenka",9449,23008
417902,13.10.2014,"Belaya Kamenka",9450,23008
417902,13.10.2014,"Belaya Kamenka",9451,23008
417902,13.10.2014,"Belaya Kamenka",9452,23008
155365,13.10.2014,"Three killed in eastern Ukraine despite "regime of silence",,NULL
155366,13.10.2014,"Three killed in eastern Ukraine despite "regime of silence",,NULL
155369,14.10.2014,"At least 5 killed by shelling near Ukraine's Mariupol",9453,23008
417905,14.10.2014,"Smile ",9454,23013
417905,14.10.2014,Smile,9455,23013
417906,15.10.2014,Muratove,9456,23013
417914,15.10.2014,"Smile ",9457,23008
417914,15.10.2014,"Smile ",9458,23008
417914,15.10.2014,Smile,9459,23008
417915,15.10.2014,Smile,9460,23008
417916,15.10.2014,"Donets basin",9461,23008
417953,17.10.2014,Donetsk,9462,23008
417917,16.10.2014,Verkhnyotoretsk,9463,23008
417918,16.10.2014,Mikhaylovka,9464,23008
417920,16.10.2014,Netaylovo,9465,23008
417922,16.10.2014,Troitskoye,9466,23008
417952,17.10.2014,Ozyanyivka,9467,23008
155373,18.10.2014,"Four people killed in east Ukraine fighting: Kiev",9468,23008
155373,18.10.2014,"Death toll in Donetsk stands at 15 over past 24 hours",9469,23008
155374,18.10.2014,"Two soldiers killed in east Ukraine fighting: Kiev",9470,23008
155375,19.10.2014,"Shelling in east Ukraine's Donetsk kills four civilians",9471,23000
417954,18.10.2014,"Velyka Novosilka",9472,23004
417960,18.10.2014,Olkhove,9473,23000
417963,18.10.2014,Tonenke,9474,23001
417967,18.10.2014,"Orlovsky ",9475,23008
417967,18.10.2014,"Orlovsky ",9476,23008
417967,18.10.2014,"Orlovsky ",9477,23008
417967,18.10.2014,Orlovsky,9478,23008
417972,19.10.2014,Kirovskiy,9479,23008
417975,19.10.2014,Avdiivka,9480,23008
418081,19.10.2014,Smile,9481,23008
418077,19.10.2014,Smile,9482,23008
418079,19.10.2014,Smile,9483,23008
418075,19.10.2014,Smile,9484,23008
418086,19.10.2014,Smile,9485,23008
418089,19.10.2014,Smile,9486,23008
155377,20.10.2014,"Kiev reports more casualties in E. Ukraine fighting",9487,23008
418094,20.10.2014,Donetsk,9488,23008
418097,20.10.2014,Artemivsk,9489,23008
418098,20.10.2014,"Donets basin",9490,23013
155378,22.10.2014,"One civilian killed- five injured in shelling in east Ukraine - Donetsk City Council",9491,23008
418108,22.10.2014,Mariupol,9492,23008
418109,22.10.2014,"Donets basin",9493,23008
418113,23.10.2014,"Donets basin",9494,23004
418121,26.10.2014,Sofiivka,9495,23008
155409,27.10.2014,"Two government soldiers killed in ambush on Ukrainian checkpoint",9496,23008
418123,27.10.2014,"Stanytsia Luhanska",9497,23008
418125,27.10.2014,"Donetsk airport",9498,23008
418139,28.10.2014,Debaltseve,9499,23013
418140,28.10.2014,Lebedinskoye,9500,23008
418130,28.10.2014,Shchastya,9501,23008
418137,29.10.2014,Talakovka,9502,23008
418238,29.10.2014,Talakovka,9503,23008
418239,29.10.2014,Hranitne,9504,23008
418241,29.10.2014,Novomikhailovka,9505,23008
418249,29.10.2014,Petrovskoye,9506,23008
418249,29.10.2014,Petrovskoye,9507,23008
418249,29.10.2014,Petrovskoye,9508,23008
418256,29.10.2014,Sokolniki,9509,23008
418258,30.10.2014,Krymskoye,9510,23008
418281,31.10.2014,Nikishin,9511,23008
155412,30.10.2014,"9 dead in eastern Ukraine confrontation in last 24 hours",9512,23008
155413,30.10.2014,"9 dead in eastern Ukraine confrontation in last 24 hours",9513,23008
155416,31.10.2014,"One civilian killed in east Ukraine in night of shelling",9514,23008
156954,31.12.2014,"UN OCHA Ukraine: Situation Report",9515,23013
418279,31.10.2014,"Stanytsia Luhanska",9516,23013
418284,31.10.2014,Krymske,9517,23000
418310,31.10.2014,Nizhnyobaranikivka,9518,23025
418311,31.10.2014,Smile,9519,23008
418275,31.10.2014,"near the village of Donetskiy (Luhansk region)",9520,23008
418262,31.10.2014,"Donetsk airport",9521,23008
418312,1.11.2014,Krymske,9522,23008
418313,1.11.2014,Gorlovka,9523,23008
418314,1.11.2014,"Mariupol ",9524,23008
418314,1.11.2014,Mariupol,9525,23008
418315,1.11.2014,Horlivka,9526,23008
418316,2.11.2014,Polovinkino,9527,23008
418317,2.11.2014,"Donets basin",9528,23008
418318,3.11.2014,Bakhchevik,9529,23008
155424,4.11.2014,"Over 20 civilians killed in latest shelling of LPR cities by Ukrainian army - acting police chief",9530,23008
155425,4.11.2014,"Over 20 civilians killed in latest shelling of LPR cities by Ukrainian army - acting police chief",9531,23008
155426,4.11.2014,"Over 20 civilians killed in latest shelling of LPR cities by Ukrainian army - acting police chief",9532,23008
155428,5.11.2014,"Heavy casualties reported in escalating violence in E. Ukraine",9533,23004
418319,4.11.2014,Pavlopol,9534,23004
418320,4.11.2014,Redkodub,9535,23004
418321,5.11.2014,"Donets basin",9536,23013
418347,5.11.2014,Debaltseve,9537,23008
155429,5.11.2014,"Heavy casualties reported in escalating violence in E. Ukraine",9538,23008
155429,5.11.2014,"Two teenagers killed in shelling of Ukraine playing field",9539,23008
418322,6.11.2014,"Donetsk airport",9540,23008
418323,6.11.2014,Lisichansk,9541,23013
418324,6.11.2014,"Donetsk aiport",9542,23000
418325,6.11.2014,Popasnyansky,9543,23008
418326,6.11.2014,Kurakhovo,9544,23008
418340,8.11.2014,"Donets Basin",9545,23008
418327,7.11.2014,"Donetsk airport",9546,23008
418329,7.11.2014,Nevelske,9547,23008
418330,8.11.2014,"Donetsk airport",9548,23008
418331,8.11.2014,"Donetsk airport",9549,23008
418341,8.11.2014,"Donetsk airport",9550,23008
418380,8.11.2014,Krasnogorovka,9551,23008
418349,8.11.2014,"Donetsk airport ",9552,23008
418349,8.11.2014,"Donetsk airport",9553,23008
418352,9.11.2014,Olkhovatka,9554,23008
418358,9.11.2014,Olkhovatka,9555,23008
418369,9.11.2014,"Donets basin",9556,23008
418370,9.11.2014,Peski,9557,23008
418371,10.11.2014,Avdiivka,9558,23008
418382,10.11.2014,"Berezovoe ",9559,23008
418382,10.11.2014,"Berezovoe ",9560,23008
418382,10.11.2014,Berezovoe,9561,23008
418386,10.11.2014,Sokolniki,9562,23008
418433,11.11.2014,Sokolniki,9563,23008
418434,12.11.2014,Shchastia,9564,23008
418435,12.11.2014,Opytne,9565,23008
418436,12.11.2014,Pisky,9566,23008
418436,12.11.2014,Pisky,9567,23008
155442,14.11.2014,"Young girl among six killed in east Ukraine",9568,23008
155438,14.11.2014,"Young girl among six killed in east Ukraine",9569,23008
155438,14.11.2014,"Heavy casualties reported in eastern Ukraine fighting",9570,23008
155439,14.11.2014,"Heavy casualties reported in eastern Ukraine fighting",9571,23000
155440,14.11.2014,"Young girl among six killed in east Ukraine",9572,23000
418437,14.11.2014,Artemivsk,9573,23013
418438,14.11.2014,Avdiivka,9574,23013
418440,14.11.2014,Debaltseve,9575,23000
418446,14.11.2014,Kurakhovo,9576,23008
418447,14.11.2014,Slavyansk,9577,23008
418449,14.11.2014,Krymske,9578,23008
418452,14.11.2014,"Donetsk airport",9579,23008
418452,14.11.2014,"Donetsk airport",9580,23008
418458,14.11.2014,Peski,9581,23008
156674,15.11.2014,"Three more Ukrainian troops killed in east: Kiev",9582,23008
156674,20.11.2014,"Ukraine Live Day 273: Ukrainian Military Claims To Have Wounded Separatist Militant ?Motorola?",9583,23008
156675,15.11.2014,"Five civilians including two children die in east Ukraine: officials",9584,23008
418459,15.11.2014,Olkhovatka,9585,23000
418466,15.11.2014,"Donets basin",9586,23026
418492,17.11.2014,"Donets basin",9587,23000
418495,17.11.2014,"Donets basin",9588,23008
418502,16.11.2014,Volnovakha,9589,23008
418470,16.11.2014,"Polevoe ",9590,23008
418470,16.11.2014,"Polevoe ",9591,23008
418470,16.11.2014,"Polevoe ",9592,23008
418470,16.11.2014,Polevoe,9593,23008
418476,16.11.2014,"Stanytsia Luhanska",9594,23008
418476,16.11.2014,"Stanytsia Luhanska",9595,23008
418476,16.11.2014,"Stanytsia Luhanska",9596,23008
418489,16.11.2014,Zolotoe,9597,23008
418490,16.11.2014,"Nikishine ",9598,23008
418490,16.11.2014,Nikishine,9599,23008
156681,17.11.2014,"Ten Ukrainian soldiers- police killed in east in last 24 hours",9600,23008
418506,17.11.2014,Orlovo-Ivanovka,9601,23008
418509,17.11.2014,Orlovo-Ivanovka,9602,23008
418511,17.11.2014,Orlovo-Ivanovka,9603,23000
418525,17.11.2014,Novoorlivka,9604,23008
418526,17.11.2014,Taramchuk,9605,23008
418527,18.11.2014,"Donetsk airport",9606,23008
418528,18.11.2014,"Donets basin area",9607,23008
418534,18.11.2014,Veseloe,9608,23008
418562,19.11.2014,Novomikhailovka,9609,23008
418539,19.11.2014,"Stanytsia Luhanska",9610,23008
418539,19.11.2014,"Stanytsia Luhanska",9611,23008
156689,21.11.2014,"Ukraine Live Day 277: Five Parties in Ukrainian Parliament Reach Coalition Agreement",9612,23008
156690,21.11.2014,"Ukraine Live Day 277: Five Parties in Ukrainian Parliament Reach Coalition Agreement",9613,23008
418563,21.11.2014,Gorlovka,9614,23008
418567,21.11.2014,"Donetsk airport",9615,23026
418568,21.11.2014,"Donetsk airport",9616,23026
418569,21.11.2014,Shchastya,9617,23008
418570,21.11.2014,Shchastya,9618,23008
418572,22.11.2014,Volnovakha,9619,23008
418627,23.11.2014,Mogila-Ostraya,9620,23008
418628,23.11.2014,Debaltseve,9621,23008
418630,23.11.2014,Debaltseve,9622,23008
418631,23.11.2014,Peski,9623,23008
418632,23.11.2014,Peski,9624,23008
418633,23.11.2014,Debaltseve,9625,23008
418635,23.11.2014,Debaltseve,9626,23008
418641,25.11.2014,Luhansk,9627,23008
418636,24.11.2014,Tonenke,9628,23008
418636,24.11.2014,Tonenke,9629,23008
156759,25.11.2014,"Seven killed in E.Ukraine amid fierce fighting",9630,23008
156760,25.11.2014,"Seven killed in E.Ukraine amid fierce fighting",9631,23008
156761,26.11.2014,"At least 3 died in attacks in eastern Ukraine",9632,23008
156761,26.11.2014,"At least 3 died in attacks in eastern Ukraine",9633,23013
156696,25.11.2014,"Ukraine Live Day 281",9634,23013
418638,25.11.2014,Lisichansk,9635,23013
418639,25.11.2014,Olkhovatka,9636,23013
418642,25.11.2014,Nikishine,9637,23026
418643,25.11.2014,Nikishine,9638,23008
418648,26.11.2014,Raigorodka,9639,23008
156791,27.11.2014,"4 killed- 23 wounded in E. Ukraine fighting",9640,23008
156792,27.11.2014,"4 killed- 23 wounded in E. Ukraine fighting",9641,23008
156793,28.11.2014,"New battles in E. Ukraine leave 2 dead",9642,23008
418650,27.11.2014,Luhansk,9643,23013
418651,27.11.2014,Pisky,9644,23013
418652,28.11.2014,"Stanytsia Luhanska",9645,23013
418654,28.11.2014,Nikishine,9646,23008
418655,29.11.2014,"Donetsk airport",9647,23008
418665,29.11.2014,Novotroitskoye,9648,23008
418667,29.11.2014,Slavnoye,9649,23008
418672,30.11.2014,"Donetsk airport",9650,23008
418674,30.11.2014,Peski,9651,23008
418676,29.11.2014,"Donetsk airport",9652,23008
418679,29.11.2014,"Donets basin",9653,23008
418680,29.11.2014,"Donets basin",9654,23008
418813,10.12.2014,Peski,9655,23008
418677,30.11.2014,"Donetsk airport",9656,23008
156798,30.11.2014,"Three soldiers killed- 15 wounded in east Ukraine",9657,23008
156800,30.11.2014,"Three soldiers killed- 15 wounded in east Ukraine",9658,23008
156802,1.12.2014,"3 soldiers killed in fresh Ukraine's clashes",9659,23008
156802,1.12.2014,"Ceasefire at Ukraine airport after deadly clash: Kiev",9660,23000
418778,3.12.2014,"Donets basin",9661,23000
418775,2.12.2014,"Donetsk airport",9662,23013
418776,2.12.2014,Avdiivka,9663,23000
418777,2.12.2014,Shchastya,9664,23008
418777,2.12.2014,Shchastya,9665,23008
156806,2.12.2014,"4 killed in Eastern Ukraine amid news of new cease-fire",9666,23008
418779,3.12.2014,"Donets basin",9667,23008
418780,3.12.2014,Kolyadivka,9668,23008
418781,3.12.2014,Pisky,9669,23013
418782,4.12.2014,Debaltseve,9670,23008
418783,4.12.2014,Volnovakha,9671,23008
418784,4.12.2014,Orlovo-Ivanovka,9672,23008
418785,5.12.2014,"Peski ",9673,23008
418785,5.12.2014,"Peski ",9674,23008
418785,5.12.2014,"Peski ",9675,23008
418785,5.12.2014,"Peski ",9676,23008
418785,5.12.2014,"Peski ",9677,23008
418785,5.12.2014,Peski,9678,23008
156834,5.12.2014,"Soldiers still dying as Ukraine creeps towards ceasefire",9679,23008
156835,5.12.2014,"RPT-One civilian killed- one wounded in shelling in east Ukraine's Donetsk",9680,23008
418786,6.12.2014,Debaltseve,9681,23008
418787,7.12.2014,Shchastya,9682,23000
418793,8.12.2014,Mariupol,9683,23001
418795,8.12.2014,"Peski ",9684,23008
418795,8.12.2014,"Peski ",9685,23008
418795,8.12.2014,"Peski ",9686,23008
418795,8.12.2014,"Peski ",9687,23008
418795,8.12.2014,"Peski ",9688,23008
418795,8.12.2014,Peski,9689,23008
156955,31.12.2014,"UN OCHA Ukraine: Situation Report",9690,23008
418799,10.12.2014,Luhanske,9691,23008
418800,10.12.2014,Kamenka,9692,23008
418810,10.12.2014,"Kryakivka ",9693,23025
418810,10.12.2014,Kryakivka,9694,23008
418814,12.12.2014,Pavlopol,9695,23008
418815,12.12.2014,Pavlopol,9696,23008
418817,14.12.2014,Luhansk,9697,23008
418818,14.12.2014,Novoaydar,9698,23008
418822,14.12.2014,Kurakhovo,9699,23008
418823,17.12.2014,Donetsk,9700,23008
156845,16.12.2014,"Ukraine's Poroshenko hails first full overnight truce in rebel east",9701,23008
418826,18.12.2014,Lisichansk,9702,23008
418827,18.12.2014,Lysychansk,9703,23008
418884,18.12.2014,Shchastya,9704,23001
418884,18.12.2014,Shchastya,9705,23008
418885,18.12.2014,Shchastya,9706,23008
418886,18.12.2014,Kurakhovo,9707,23008
418887,18.12.2014,Novomikhailovka,9708,23008
418888,19.12.2014,Mariupol,9709,23008
418889,19.12.2014,"Donets basin",9710,23008
418890,19.12.2014,Kalchik,9711,23008
418891,23.12.2014,"Donetsk ",9712,23008
418891,23.12.2014,"Donetsk ",9713,23008
418891,23.12.2014,Donetsk,9714,23008
418892,25.12.2014,Lysychansk,9715,23008
418893,25.12.2014,Novotoshkivske,9716,23008
418894,25.12.2014,"Peski ",9717,23008
418894,25.12.2014,Peski,9718,23008
419853,3.01.2015,"Donets basin",9719,23008
418902,28.12.2014,Lysychansk,9720,23008
418904,28.12.2014,Mariupol,9721,23008
418906,29.12.2014,Volnovakha,9722,23008
418910,29.12.2014,"Pisky ",9723,23008
418910,29.12.2014,"Pisky ",9724,23008
418910,29.12.2014,Pisky,9725,23008
418915,31.12.2014,"Donets basin",9726,23008
418916,31.12.2014,"Donets basin",9727,23008
156851,29.12.2014,"Poroshenko says three Ukraine troops killed at Donetsk airport",9728,23008
418912,30.12.2014,Volnovakha,9729,23008
419854,5.01.2015,Debaltseve,9730,23008
419852,1.01.2015,"Donetsk airport",9731,23000
198673,1.01.2015,"Ukraine says rebels keep up attacks into New Year",9732,23008
203643,9.04.2015,"Amnesty International reports killings of captured Ukrainian soldiers",9733,23008
203643,9.04.2015,"Amnesty condemns 'summary killing' of Ukraine troops by rebels",9734,23008
419857,6.01.2015,Krymske,9735,23001
419860,6.01.2015,"Donetsk airport",9736,23001
420088,8.01.2015,"Donets basin",9737,23000
419885,7.01.2015,Hranitne,9738,23008
419887,7.01.2015,Novognativka,9739,23008
419890,8.01.2015,Petrovka,9740,23008
419890,8.01.2015,Petrovka,9741,23008
420089,8.01.2015,Berezovy,9742,23008
420089,8.01.2015,Berezovy,9743,23008
420094,9.01.2015,Shchastya,9744,23008
198680,9.01.2015,"Six killed ahead of planned Ukraine peace talks",9745,23008
198680,9.01.2015,"Eight killed in Ukraine as peace talk prospects dim",9746,23008
421239,27.01.2015,"Donetsk Airport",9747,23008
420109,11.01.2015,Gorlovka,9748,23000
420111,12.01.2015,Artemivsk,9749,23000
420114,13.01.2015,Tonenke,9750,23008
420117,13.01.2015,Peski,9751,23008
420582,15.01.2015,Peski,9752,23008
420649,19.01.2015,"Stanytsia Luhanska",9753,23008
198693,13.01.2015,"Shell hits bus in eastern Ukraine- 10 killed: regional spokesman",9754,23008
198693,13.01.2015,"Ten Ukraine civilians killed when rocket hits bus",9755,23008
198693,13.01.2015,"Eleven Ukraine civilians killed when rocket hits bus",9756,23008
198693,14.01.2015,"Russia- Ukraine trade blame for bloody bus attack",9757,23001
198693,14.01.2015,"Russia- Ukraine trade blame for bloody bus attack",9758,23000
198695,13.01.2015,"Ukraine clashes kill four- including three civilians",9759,23000
198696,13.01.2015,"Ukraine clashes kill four- including three civilians",9760,23000
198895,23.01.2015,"UPDATE 1-Ukraine death toll may be far higher than known 5-000 -UN",9761,23000
203423,6.03.2015,"Report on the human rights situation in Ukraine 1 December 2014 to 15 February 2015",9762,23000
198701,15.01.2015,"UPDATE 1-Fighting intensifies at Ukraine airport- two soldiers killed",9763,23000
420129,14.01.2015,Nikishine,9764,23001
198826,16.01.2015,"Fighting in Ukraine's east kills four civilians",9765,23027
198828,16.01.2015,"New wave of intense fighting kills 11 in east Ukraine",9766,23001
198828,16.01.2015,"Six Ukrainian soldiers killed- fighting rages at airport -Kiev officials",9767,23008
198829,16.01.2015,"New wave of intense fighting kills 11 in east Ukraine",9768,23000
198830,16.01.2015,"UPDATE 1-Fighting rages at airport- new Ukraine peace talks elusive",9769,23000
198832,17.01.2015,"Explosions rock east Ukraine airport as battle intensifies",9770,23001
198833,17.01.2015,"Explosions rock east Ukraine airport as battle intensifies",9771,23000
420583,16.01.2015,Polevoe,9772,23001
420584,16.01.2015,Novoselka,9773,23000
420586,16.01.2015,Hranitne,9774,23000
420587,16.01.2015,Odradivka,9775,23008
420587,16.01.2015,Odradivka,9776,23008
420587,16.01.2015,Odradivka,9777,23008
420587,16.01.2015,Odradivka,9778,23008
420590,16.01.2015,"Donetsk airport",9779,23008
420599,18.01.2015,"Donets basin",9780,23008
420591,17.01.2015,"Donetsk airport",9781,23008
420591,17.01.2015,"Donetsk airport",9782,23008
420595,17.01.2015,"Donetsk Airport",9783,23008
420597,17.01.2015,"Elenovka ",9784,23008
420597,17.01.2015,Elenovka,9785,23008
420589,17.01.2015,"Donetsk airport",9786,23008
420589,17.01.2015,"Donetsk airport",9787,23008
198834,17.01.2015,"Explosions rock east Ukraine airport as battle intensifies",9788,23008
198844,18.01.2015,"Five civilians killed in shelling by Ukrainian army in Donetsk",9789,23008
198839,18.01.2015,"Shelling kills two children in eastern Ukraine - defence ministry",9790,23008
420600,18.01.2015,Pisky,9791,23000
420601,18.01.2015,Spartak,9792,23004
420601,18.01.2015,Spartak,9793,23001
420601,18.01.2015,Spartak,9794,23008
420604,18.01.2015,Spartak,9795,23008
420607,18.01.2015,Tonenke,9796,23008
420611,18.01.2015,Trekhizbenka,9797,23008
420650,18.01.2015,"Donets basin",9798,23008
420641,19.01.2015,"Donetsk airport",9799,23008
420643,19.01.2015,"Donetsk airport",9800,23008
420616,19.01.2015,"Donetsk airport",9801,23008
420617,19.01.2015,"Donetsk airport",9802,23008
420635,19.01.2015,"Donetsk airport",9803,23008
420903,21.01.2015,Peski,9804,23008
420890,21.01.2015,"Donetsk airport",9805,23008
198859,20.01.2015,"'Russian forces' attack Ukraine troops in separatist east",9806,23008
198860,21.01.2015,"Five civilians dead as fresh battles rock east Ukraine's Donetsk",9807,23008
198860,21.01.2015,"Deadly clashes rock Ukraine ahead of high-stakes peace talks",9808,23008
420636,20.01.2015,"Donetsk airport",9809,23000
420660,20.01.2015,"Donetsk airport",9810,23000
420662,20.01.2015,"Donetsk airport",9811,23000
420666,20.01.2015,"Donetsk airport",9812,23008
420666,20.01.2015,"Donetsk airport",9813,23008
420666,20.01.2015,"Donetsk airport",9814,23008
420666,20.01.2015,"Donetsk airport",9815,23008
420666,20.01.2015,"Donetsk airport",9816,23008
420669,20.01.2015,"Donetsk airport",9817,23008
420670,20.01.2015,"Donetsk airport",9818,23008
420670,20.01.2015,"Donetsk airport",9819,23008
420680,20.01.2015,"Donetsk airport",9820,23008
420682,20.01.2015,"Donetsk airport",9821,23008
420684,20.01.2015,"Donetsk airport",9822,23008
420685,20.01.2015,"Donetsk airport",9823,23008
420687,20.01.2015,"Donetsk airport",9824,23008
420688,20.01.2015,"Donetsk airport",9825,23008
420704,20.01.2015,"Donetsk airport",9826,23008
420705,20.01.2015,"Donetsk airport",9827,23008
420710,20.01.2015,"Donetsk airport",9828,23008
420711,20.01.2015,"Donetsk airport",9829,23008
420713,20.01.2015,"Donetsk airport",9830,23008
420714,20.01.2015,"Donetsk airport",9831,23008
420715,20.01.2015,"Donetsk airport",9832,23008
420723,20.01.2015,"Donetsk airport",9833,23008
420767,20.01.2015,"Donetsk airport",9834,23008
420769,20.01.2015,"Donetsk airport",9835,23008
420773,20.01.2015,"Donetsk airport",9836,23008
420774,20.01.2015,"Donetsk airport",9837,23008
420781,20.01.2015,"Donetsk airport",9838,23008
420782,20.01.2015,"Donetsk airport",9839,23008
420790,20.01.2015,"Donetsk airport",9840,23008
420791,20.01.2015,"Donetsk airport",9841,23008
420797,20.01.2015,"Donetsk airport",9842,23008
420807,20.01.2015,"Donetsk airport",9843,23008
420808,20.01.2015,"Donetsk airport",9844,23008
420811,20.01.2015,"Donetsk airport",9845,23008
420814,20.01.2015,"Donetsk airport",9846,23008
420825,20.01.2015,"Donetsk airport",9847,23008
420826,20.01.2015,"Donetsk airport",9848,23008
